hs,bm,bk,ppn,ppnbm
0802.42.00,5,0,11,0
0802.51.00,5,0,11,0
0802.52.00,5,0,11,0
0802.61.00,5,0,11,0
0802.62.00,5,0,11,0
0802.70.00,5,0,11,0
0802.80.00,5,0,11,0
0802.91.00,5,0,11,0
0802.92.00,5,0,11,0
0802.99.00,5,0,11,0
08.03,,,,
0803.10,,,,
0803.10.10,5,0,0,0
0803.10.20,5,0,11,0
0803.90,,,,
0803.90.10,5,0,11 ,0
0803.90.20,5,0,11 ,0
0803.90.30,5,0,11 ,0
0803.90.90,5,0,11 ,0
08.04,,,,
0804.10.00,5,0,11 ,0
0804.20.00,5,0,11 ,0
0804.30.00,5,0,11 ,0
0804.40.00,5,0,11 ,0
0804.50,,,,
0804.50.10,5,0,11 ,0
0804.50.21,20,0,0,0
0804.50.22,20,0,11,0
0804.50.30,5,0,11 ,0
08.05,,,,
0805.10,,,,
0805.10.10,5,0,0,0
0805.10.20,5,0,11,0
0805.21.00,20,0,11 ,0
0805.22.00,20,0,11 ,0
0805.29.00,20,0,11 ,0
0805.40.00,5,0,11 ,0
0805.50,,,,
0805.50.10,5,0,11 ,0
0805.50.20,5,0,11 ,0
0805.90.00,5,0,11 ,0
08.06,,,,
0806.10.00,5,0,0,0
0806.20.00,5,0,11,0
08.07,,,,
0807.11.00,5,0,0,0
0807.19.00,5,0,0,0
0807.20.00,5,0,0,0
08.08,,,,
0808.10.00,5,0,0,0
0808.30.00,5,0,0,0
0808.40.00,5,0,0,0
08.09,,,,
0809.10.00,5,0,0,0
0809.21.00,5,0,0,0
0809.29.00,5,0,0,0
0809.30.00,5,0,0,0
0809.40,,,,
0809.40.10,5,0,0,0
0809.40.20,5,0,0,0
08.10,,,,
0810.10.00,5,0,0,0
0810.20.00,5,0,0,0
0810.30.00,5,0,0,0
0810.40.00,5,0,0,0
0810.50.00,5,0,0,0
0810.60.00,5,0,0,0
0810.70.00,5,0,0,0
0810.90,,,,
0810.90.10,5,0,0,0
0810.90.20,5,0,0,0
0810.90.30,5,0,0,0
0810.90.40,5,0,0,0
0810.90.50,5,0,0,0
0810.90.60,5,0,0,0
0810.90.70,5,0,0,0
0810.90.91,5,0,0,0
0810.90.92,5,0,0,0
0810.90.93,5,0,0,0
0810.90.94,5,0,0,0
0810.90.99,5,0,0,0
08.11,,,,
0811.10.00,5,0,11 ,0
0811.20.00,5,0,11 ,0
0811.90.00,5,0,11 ,0
08.12,,,,
0812.10.00,5,0,11,0
0812.90,,,,
0812.90.10,5,0,11,0
0812.90.90,5,0,11,0
08.13,,,,
0813.10.00,5,0,11,0
0813.20.00,5,0,11,0
0813.30.00,5,0,11,0
0813.40,,,,
0813.40.10,5,0,11,0
0813.40.20,5,0,11,0
0813.40.90,5,0,11,0
0813.50,,,,
0813.50.10,5,0,11,0
0813.50.20,5,0,11,0
0813.50.30,5,0,11,0
0813.50.40,5,0,11,0
0813.50.90,5,0,11,0
0814.00.00,5,0,11,0
09.01,,,,
0901.11,,,,
0901.11.20,5,0,11,0
0901.11.30,5,0,11,0
0901.11.90,5,0,11,0
0901.12,,,,
0901.12.20,5,0,11,0
0901.12.90,5,0,11,0
0901.21,,,,
0901.21.11,20,0,11,0
0901.21.12,20,0,11,0
0901.21.19,20,0,11,0
0901.21.20,20,0,11,0
0901.22,,,,
0901.22.10,20,0,11,0
0901.22.20,20,0,11,0
0901.90,,,,
0901.90.10,5,0,11,0
0901.90.20,5,0,11,0
09.02,,,,
0902.10,,,,
0902.10.10,5,0,11,0
0902.10.90,5,0,11,0
0902.20,,,,
0902.20.10,5,0,11,0
0902.20.90,5,0,11,0
0902.30,,,,
0902.30.10,20,0,11,0
0902.30.90,20,0,11,0
0902.40,,,,
0902.40.10,20,0,11,0
0902.40.90,20,0,11,0
0903.00.00,5,0,11,0
09.04,,,,
0904.11,,,,
0904.11.10,5,0,11,0
0904.11.20,5,0,11,0
0904.11.90,5,0,11,0
0904.12,,,,
0904.12.10,5,0,11,0
0904.12.20,5,0,11,0
0904.12.90,5,0,11,0
0904.21,,,,
0904.21.10,5,0,0,0
0904.21.90,5,0,11,0
0904.22,,,,
0904.22.10,5,0,11,0
0904.22.90,5,0,11,0
09.05,,,,
0905.10.00,5,0,11,0
0905.20.00,5,0,11,0
09.06,,,,
0906.11.00,5,0,11,0
0906.19.00,5,0,11,0
0906.20.00,5,0,11,0
09.07,,,,
0907.10.00,5,0,11,0
0907.20.00,5,0,11,0
09.08,,,,
0908.11.00,5,0,11,0
0908.12.00,5,0,11,0
0908.21.00,5,0,11,0
0908.22.00,5,0,11,0
0908.31.00,5,0,11,0
0908.32.00,5,0,11,0
09.09,,,,
0909.21.00,5,0,11,0
0909.22.00,5,0,11,0
0909.31.00,5,0,11,0
0909.32.00,5,0,11,0
0909.61,,,,
0909.61.10,5,0,11,0
0909.61.20,5,0,11,0
0909.61.30,5,0,11,0
0909.61.90,5,0,11,0
0909.62,,,,
0909.62.10,5,0,11,0
0909.62.20,5,0,11,0
0909.62.30,5,0,11,0
0909.62.90,5,0,11,0
09.10,,,,
0910.11.00,5,0,11,0
0910.12.00,5,0,11,0
0910.20.00,5,0,11,0
0910.30.00,5,0,11,0
0910.91,,,,
0910.91.10,5,0,11,0
0910.91.90,5,0,11,0
0910.99,,,,
0910.99.10,5,0,11,0
0910.99.90,5,0,11,0
10.01,,,,
1001.11.00,0,0,0,0
1001.19.00,0,0,11,0
1001.91.00,0,0,0,0
1001.99,,,,
1001.99.11,5,0,11,0
1001.99.12,0,0,11,0
1001.99.19,0,0,11,0
1001.99.91,5,0,11,0
1001.99.99,5,0,11,0
10.02,,,,
1002.10.00,5,0,0,0
1002.90.00,5,0,11,0
10.03,,,,
1003.10.00,0,0,0,0
1003.90.00,0,0,11,0
10.04,,,,
1004.10.00,5,0,0,0
1004.90.00,5,0,11,0
10.05,,,,
1005.10.00,0,0,0,0
1005.90,,,,
1005.90.10,5,0,0,0
1005.90.91,5,0,0,0
1005.90.99,5,0,0,0
10.06,,,,
1006.10,,,,
1006.10.10,"450,-/kg",0,0,0
1006.10.90,"450,-/kg",0,0,0
1006.20,,,,
1006.20.10,"450,-/kg",0,0,0
1006.20.90,"450,-/kg",0,0,0
1006.30,,,,
1006.30.30,"450,-/kg",0,0,0
1006.30.40,"450,-/kg",0,0,0
1006.30.50,"450,-/kg",0,0,0
1006.30.60,"450,-/kg",0,0,0
1006.30.70,"450,-/kg",0,0,0
1006.30.91,"450,-/kg",0,0,0
1006.30.99,"450,-/kg",0,0,0
1006.40,,,,
1006.40.10,"450,-/kg",0,11,0
1006.40.90,"450,-/kg",0,0,0
10.07,,,,
1007.10.00,0,0,0,0
1007.90.00,0,0,11,0
10.08,,,,
1008.10.00,5,0,11,0
1008.21.00,5,0,0,0
1008.29.00,5,0,11,0
1008.30.00,5,0,11,0
1008.40.00,5,0,11,0
1008.50.00,5,0,11,0
1008.60.00,5,0,11,0
1008.90.00,5,0,11,0
11.01,,,,
1101.00.11,10,0,11,0
1101.00.19,5,0,11,0
1101.00.20,5,0,11,0
11.02,,,,
1102.20.00,5,0,11,0
1102.90,,,,
1102.90.10,"450,-/kg",0,11,0
1102.90.20,5,0,11,0
1102.90.90,5,0,11,0
11.03,,,,
1103.11.00,5,0,11,0
1103.13.00,5,0,11 ,0
1103.19,,,,
1103.19.10,0,0,11,0
1103.19.20,5,0,11 ,0
1103.19.90,5,0,11,0
1103.20.00,5,0,11,0
11.04,,,,
1104.12.00,5,0,11,0
1104.19,,,,
1104.19.10,5,0,11,0
1104.19.90,5,0,11,0
1104.22.00,5,0,11,0
1104.23.00,5,0,11,0
1104.29,,,,
1104.29.20,5,0,11,0
1104.29.90,5,0,11,0
1104.30.00,5,0,11,0
11.05,,,,
1105.10.00,5,0,11,0
1105.20.00,5,0,11,0
11.06,,,,
1106.10.00,5,0,11,0
1106.20,,,,
1106.20.10,5,0,11,0
1106.20.20,5,0,0,0
1106.20.90,5,0,11,0
1106.30.00,5,0,11,0
11.07,,,,
1107.10.00,5,0,11,0
1107.20.00,5,0,11,0
11.08,,,,
1108.11.00,5,0,11,0
1108.12.00,10,0,11,0
1108.13.00,5,0,11,0
1108.14.00,10,0,11,0
1108.19,,,,
1108.19.10,5,0,11,0
1108.19.90,5,0,11,0
1108.20.00,5,0,11,0
1109.00.00,5,0,11,0
12.01,,,,
1201.10.00,0,0,0,0
1201.90.00,0,0,0,0
12.02,,,,
1202.30.00,5,0,0,0
1202.41.00,5,0,11,0
1202.42.00,5,0,11,0
1203.00.00,5,0,11,0
1204.00.00,5,0,11,0
12.05,,,,
1205.10.00,5,0,11,0
1205.90.00,5,0,11,0
1206.00.00,5,0,11,0
12.07,,,,
1207.10,,,,
1207.10.10,5, ,0,0
1207.10.30,5, ,11,0
1207.10.90,5, ,11,0
1207.21.00,5,0,0,0
1207.29.00,5,0,11,0
1207.30.00,5,0,11,0
1207.40,,,,
1207.40.10,5,0,11,0
1207.40.90,5,0,11,0
1207.50.00,5,0,11,0
1207.60.00,5,0,11,0
1207.70.00,5,0,11,0
1207.91.00,5,0,11,0
1207.99,,,,
1207.99.40,5,0,11,0
1207.99.50,5, ,11,0
1207.99.90,5, ,11,0
12.08,,,,
1208.10.00,5,0,11,0
1208.90.00,5,0,11,0
12.09,,,,
1209.10.00,0,0,0,0
1209.21.00,0,0,0,0
1209.22.00,0,0,0,0
1209.23.00,0,0,0,0
1209.24.00,0,0,0,0
1209.25.00,0,0,0,0
1209.29,,,,
1209.29.10,0,0,0,0
1209.29.90,0,0,0,0
1209.30.00,0,0,0,0
1209.91,,,,
1209.91.10,0,0,0,0
1209.91.90,0,0,0,0
1209.99,,,,
1209.99.20,0,0,0,0
1209.99.30,0,0,0,0
1209.99.90,0,0,0,0
12.10,,,,
1210.10.00,5,0,11,0
1210.20.00,5,0,11,0
12.11,,,,
1211.20,,,,
1211.20.10,5,0,11,0
1211.20.90,5,0,11,0
1211.30.00,5,0,11,0
1211.40.00,5,0,11,0
1211.50.00,5,0,11,0
1211.60.00,5,0,11,0
1211.90,,,,
1211.90.11,5,0,11,0
1211.90.12,5,0,11,0
1211.90.13,5,0,11,0
1211.90.15,5,0,11,0
1211.90.17,5,0,11,0
1211.90.18,5,0,11,0
1211.90.19,5,0,11,0
1211.90.91,5,0,11,0
1211.90.92,5,0,11,0
1211.90.94,5,0,11,0
1211.90.95,5,0,11,0
1211.90.97,5,0,11,0
1211.90.98,5,0,11,0
1211.90.99,5,0,11,0
12.12,,,,
1212.21,,,,
1212.21.11,5,0,0,0
1212.21.12,5,0,0,0
1212.21.13,5,0,0,0
1212.21.19,5,0,0,0
1212.21.90,5,0,0,0
1212.29,,,,
1212.29.11,5,0,0,0
1212.29.19,5,0,0,0
1212.29.20,5,0,11 ,0
1212.29.30,5,0,11,0
1212.91.00,5,0,11,0
1212.92.00,5,0,11,0
1212.93,,,,
1212.93.10,5,0,0,0
1212.93.90,5,0,11,0
1212.94.00,5,0,11,0
1212.99,,,,
1212.99.10,5,0,11,0
1212.99.90,5,0,11,0
1213.00.00,5,0,11,0
12.14,,,,
1214.10.00,5,0,11,0
1214.90.00,5,0,11,0
13.01,,,,
1301.20.00,5,0,11,0
1301.90,,,,
1301.90.30,5,0,11,0
1301.90.40,5,0,11,0
1301.90.90,5,0,11,0
13.02,,,,
1302.11,,,,
1302.11.10,0,0,11,0
1302.11.90,5,0,11,0
1302.12.00,5,0,11,0
1302.13.00,5,0,11,0
1302.14.00,5,0,11,0
1302.19,,,,
1302.19.20,5,0,11,0
1302.19.40,5,0,11,0
1302.19.50,5,0,11,0
1302.19.90,5,0,11,0
1302.20.00,5,0,11,0
1302.31.00,5,0,11,0
1302.32.00,5,0,11,0
1302.39,,,,
1302.39.11,5,0,11,0
1302.39.12,5,0,11,0
1302.39.13,5,0,11,0
1302.39.19,5,0,11,0
1302.39.90,5,0,11,0
14.01,,,,
1401.10.00,5,0,11,0
1401.20,,,,
1401.20.10,0,0,11,0
1401.20.21,0,0,11,0
1401.20.29,0,0,11,0
1401.20.30,0,0,11,0
1401.20.90,0,0,11,0
1401.90.00,0,0,11,0
14.04,,,,
1404.20.00,0,0,11,0
1404.90,,,,
1404.90.20,5,0,11,0
1404.90.30,5,0,11,0
1404.90.91,5, ,11,0
1404.90.92,5, ,11,0
1404.90.99,,,,
15.01,,,,
1501.10.00,5,0,11,0
1501.20.00,5,0,11,0
1501.90.00,5,0,11,0
15.02,,,,
1502.10.00,5,0,11,0
1502.90,,,,
1502.90.10,5,0,11,0
1502.90.90,5,0,11,0
15.03,,,,
1503.00.10,5,0,11,0
1503.00.90,5,0,11,0
15.04,,,,
1504.10,,,,
1504.10.20,5,0,11,0
1504.10.90,5,0,11 ,0
1504.20,,,,
1504.20.10,5,0,11,0
1504.20.90,5,0,11 ,0
1504.30.00,5,0,11,0
15.05,,,,
1505.00.10,5,0,11,0
1505.00.90,5,0,11,0
1506.00.00,5,0,11,0
15.07,,,,
1507.10.00,5,0,11,0
1507.90,,,,
1507.90.10,5,0,11,0
1507.90.20,5,0,11,0
1507.90.90,5,0,11,0
15.08,,,,
1508.10.00,5,0,11,0
1508.90.00,5,0,11,0
15.09,,,,
1509.20,,,,
1509.20.10,5,0,11,0
1509.20.90,5,0,11,0
1509.30.00,5,0,11,0
1509.40.00,5,0,11,0
1509.90,,,,
1509.90.11,5,0,11,0
1509.90.19,5,0,11,0
1509.90.91,5,0,11,0
1509.90.99,5,0,11,0
15.10,,,,
1510.10.00,5,0,11,0
1510.90,,,,
1510.90.10,5,0,11,0
1510.90.20,5,0,11,0
1510.90.90,5,0,11,0
15.11,,,,
1511.10.00,0, ,11,0
1511.90,,,,
1511.90.20,5, ,11,0
1511.90.31,5, ,11,0
1511.90.32,5, ,11,0
1511.90.36,0, ,11,0
1511.90.37,5, ,11,0
1511.90.39,5, ,11,0
1511.90.41,0, ,11,0
1511.90.42,0, ,11,0
1511.90.49,0, ,11,0
15.12,,,,
1512.11.00,5,0,11,0
1512.19,,,,
1512.19.10,0,0,11,0
1512.19.20,0,0,11,0
1512.19.90,0,0,11,0
1512.21.00,5,0,11,0
1512.29,,,,
1512.29.10,5,0,11,0
1512.29.90,5,0,11,0
15.13,,,,
1513.11,,,,
1513.11.10,5,0,11,0
1513.11.90,5,0,11,0
1513.19,,,,
1513.19.10,5,0,11,0
1513.19.90,5,0,11,0
1513.21,,,,
1513.21.10,5, ,11,0
1513.21.90,5,0,11,0
1513.29,,,,
1513.29.11,5, ,11,0
1513.29.12,5,0,11,0
1513.29.13,5, ,11,0
1513.29.14,5,0,11,0
1513.29.91,5, ,11,0
1513.29.92,5,0,11,0
1513.29.94,5, ,11,0
1513.29.95,5, ,11,0
1513.29.96,5,0,11,0
1513.29.97,5,0,11,0
15.14,,,,
1514.11.00,5,0,11,0
1514.19,,,,
1514.19.10,5,0,11,0
1514.19.20,5,0,11,0
1514.19.90,5,0,11,0
1514.91.00,5,0,11,0
1514.99,,,,
1514.99.10,5,0,11,0
1514.99.90,5,0,11,0
15.15,,,,
1515.11.00,0,0,11,0
1515.19.00,0,0,11,0
1515.21.00,5,0,11,0
1515.29,,,,
1515.29.11,5,0,11,0
1515.29.19,5,0,11,0
1515.29.91,5,0,11,0
1515.29.99,5,0,11,0
1515.30,,,,
1515.30.10,5,0,11,0
1515.30.90,5,0,11,0
1515.50,,,,
1515.50.10,5,0,11,0
1515.50.20,5,0,11,0
1515.50.90,5,0,11,0
1515.60.00,5,0,11,0
1515.90,,,,
1515.90.11,5,0,11,0
1515.90.12,5,0,11,0
1515.90.19,5,0,11,0
1515.90.21,5,0,11,0
1515.90.22,5,0,11,0
1515.90.29,5,0,11,0
1515.90.31,5,0,11,0
1515.90.32,5,0,11,0
1515.90.39,5,0,11,0
1515.90.91,5,0,11,0
1515.90.92,5,0,11,0
1515.90.99,5,0,11,0
15.16,,,,
1516.10,,,,
1516.10.20,5,0,11,0
1516.10.90,5,0,11,0
1516.20,,,,
1516.20.11,5,0,11,0
1516.20.12,5,0,11,0
1516.20.14,5,0,11,0
1516.20.17,5,0,11,0
1516.20.18,5,0,11,0
1516.20.19,5,0,11,0
1516.20.21,0,0,11,0
1516.20.22,0,0,11,0
1516.20.23,0,0,11,0
1516.20.24,0,0,11,0
1516.20.25,5,0,11,0
1516.20.26,5,0,11,0
1516.20.29,5,0,11,0
1516.20.31,5,0,11,0
1516.20.32,5,0,11,0
1516.20.33,5,0,11,0
1516.20.34,5,0,11,0
1516.20.35,5,0,11,0
1516.20.39,5,0,11,0
1516.20.41,5,0,11,0
1516.20.42,5,0,11,0
1516.20.43,5,0,11,0
1516.20.44,5,0,11,0
1516.20.45,5,0,11,0
1516.20.46,5,0,11,0
1516.20.47,5,0,11,0
1516.20.48,5,0,11,0
1516.20.49,5,0,11,0
1516.20.51,5,0,11,0
1516.20.52,5,0,11,0
1516.20.53,5,0,11,0
1516.20.54,5,0,11,0
1516.20.59,5,0,11,0
1516.20.61,0,0,11,0
1516.20.62,0,0,11,0
1516.20.69,0,0,11,0
1516.20.91,5,0,11,0
1516.20.92,5,0,11,0
1516.20.93,5,0,11,0
1516.20.94,5,0,11,0
1516.20.96,0,0,11,0
1516.20.98,5,0,11,0
1516.20.99,5,0,11,0
1516.30.00,5,0,11,0
15.17,,,,
1517.10,,,,
1517.10.10,0,0,11,0
1517.10.90,0,0,11,0
1517.90,,,,
1517.90.10,0,0,11,0
1517.90.20,0,0,11,0
1517.90.30,0,0,11,0
1517.90.43,0,0,11,0
1517.90.44,0,0,11,0
1517.90.50,5, ,11,0
1517.90.61,5,0,11,0
1517.90.62,5, ,11,0
1517.90.63,5, ,11,0
1517.90.64,5, ,11,0
1517.90.65,5, ,11,0
1517.90.66,5, ,11,0
1517.90.67,5,0,11,0
1517.90.68,5,0,11,0
1517.90.69,5, ,11,0
1517.90.80,5,0,11,0
1517.90.90,5,0,11,0
15.18,,,,
1518.00.12,5,0,11,0
1518.00.14,5,0,11,0
1518.00.15,5,0,11,0
1518.00.16,5,0,11,0
1518.00.19,5,0,11,0
1518.00.20,5,0,11,0
1518.00.32,5, ,11,0
1518.00.33,5,0,11,0
1518.00.34,5,0,11,0
1518.00.35,5,0,11,0
1518.00.36,5,0,11,0
1518.00.37,5,0,11,0
1518.00.38,5, ,11,0
1518.00.39,5,0,11,0
1518.00.60,5,0,11,0
1518.00.90,5,0,11,0
15.20,,,,
1520.00.10,5,0,11,0
1520.00.90,5,0,11,0
15.21,,,,
1521.10.00,5,0,11,0
1521.90,,,,
1521.90.10,5,0,11,0
1521.90.20,5,0,11,0
15.22,,,,
1522.00.10,5,0,11,0
1522.00.90,5,0,11,0
16.01,,,,
1601.00.10,30,0,11,0
1601.00.90,30,0,11,0
16.02,,,,
1602.10,,,,
1602.10.10,30,0,11,0
1602.10.90,30,0,11,0
1602.20.00,30,0,11,0
1602.31,,,,
1602.31.10,30,0,11,0
1602.31.91,30,0,11,0
1602.31.99,30,0,11,0
1602.32,,,,
1602.32.10,30,0,11,0
1602.32.90,30,0,11,0
1602.39.00,30,0,11,0
1602.41,,,,
1602.41.10,30,0,11,0
1602.41.90,30,0,11,0
1602.42,,,,
1602.42.10,30,0,11,0
1602.42.90,30,0,11,0
1602.49,,,,
1602.49.11,30,0,11,0
1602.49.19,30,0,11,0
1602.49.91,30,0,11,0
1602.49.99,30,0,11,0
1602.50,,,,
1602.50.10,30,0,11,0
1602.50.90,30,0,11,0
1602.90,,,,
1602.90.10,30,0,11,0
1602.90.20,30,0,11,0
1602.90.90,30,0,11,0
16.03,,,,
1603.00.10,5,0,11,0
1603.00.90,5,0,11,0
16.04,,,,
1604.11,,,,
1604.11.10,5,0,11,0
1604.11.90,5,0,11,0
1604.12,,,,
1604.12.10,15,0,11,0
1604.12.90,15,0,11,0
1604.13,,,,
1604.13.11,15,0,11,0
1604.13.19,15,0,11,0
1604.13.91,15,0,11,0
1604.13.99,15,0,11,0
1604.14,,,,
1604.14.11,20,0,11,0
1604.14.19,20,0,11,0
1604.14.91,20,0,11,0
1604.14.99,20,0,11,0
1604.15,,,,
1604.15.10,15,0,11,0
1604.15.90,15,0,11,0
1604.16,,,,
1604.16.10,5,0,11,0
1604.16.90,5,0,11,0
1604.17,,,,
1604.17.10,5,0,11,0
1604.17.90,5,0,11,0
1604.18,,,,
1604.18.10,15,0,11,0
1604.18.91,15,0,11,0
1604.18.99,15,0,11,0
1604.19,,,,
1604.19.20,15,0,11,0
1604.19.30,15,0,11,0
1604.19.90,15,0,11,0
1604.20,,,,
1604.20.20,15,0,11,0
1604.20.30,15,0,11,0
1604.20.40,5,0,11,0
1604.20.91,5,0,11,0
1604.20.99,5,0,11,0
1604.31.00,5,0,11,0
1604.32.00,5,0,11,0
16.05,,,,
1605.10,,,,
1605.10.11,15,0,11,0
1605.10.12,15,0,11,0
1605.10.13,15,0,11,0
1605.10.14,15,0,11,0
1605.10.90,15,0,11,0
1605.21.00,5,0,11,0
1605.29,,,,
1605.29.20,15,0,11,0
1605.29.30,15,0,11,0
1605.29.90,15,0,11,0
1605.30.00,5,0,11,0
1605.40.00,5,0,11,0
1605.51.00,5,0,11,0
1605.52.00,5,0,11,0
1605.53.00,5,0,11,0
1605.54,,,,
1605.54.10,5,0,11,0
1605.54.90,5,0,11,0
1605.55.00,5,0,11,0
1605.56.00,5,0,11,0
1605.57,,,,
1605.57.10,5,0,11,0
1605.57.90,5,0,11,0
1605.58.00,5,0,11,0
1605.59.00,5,0,11,0
1605.61.00,5,0,11,0
1605.62.00,5,0,11,0
1605.63.00,5,0,11,0
1605.69.00,5,0,11,0
17.01,,,,
1701.12.00,"790,-/kg",0,11,0
1701.13.00,"550,-/kg",0,11,0
1701.14.00,"550,-/kg",0,11,0
1701.91.00,"790,-/kg",0,11,0
1701.99,,,,
1701.99.10,"790,-/kg",0,11,0
1701.99.90,"790,-/kg",0,11 ,0
17.02,,,,
1702.11.00,5,0,11,0
1702.19.00,5,0,11,0
1702.20.00,5,0,11,0
1702.30,,,,
1702.30.10,5,0,11,0
1702.30.20,5,0,11,0
1702.40.00,5,0,11,0
1702.50.00,5,0,11,0
1702.60,,,,
1702.60.10,5,0,11,0
1702.60.20,5,0,11,0
1702.90,,,,
1702.90.11,5,0,11,0
1702.90.19,5,0,11,0
1702.90.20,5,0,11,0
1702.90.30,5,0,11,0
1702.90.40,5,0,11,0
1702.90.51,5,0,11,0
1702.90.59,5,0,11,0
1702.90.91,5,0,11,0
1702.90.99,5,0,11,0
17.03,,,,
1703.10,,,,
1703.10.10,5,0,11,0
1703.10.90,5,0,11,0
1703.90,,,,
1703.90.10,5,0,11,0
1703.90.90,5,0,11,0
17.04,,,,
1704.10.00,20,0,11,0
1704.90,,,,
1704.90.10,15,0,11,0
1704.90.20,20,0,11,0
1704.90.91,20,0,11,0
1704.90.99,20,0,11,0
18.01,,,,
1801.00.10,5, ,11,0
1801.00.90,5, ,11,0
1802.00.00,5,0,11,0
18.03,,,,
1803.10.00,10,0,11,0
1803.20.00,10,0,11,0
1804.00.00,10,0,11,0
1805.00.00,10,0,11,0
18.06,,,,
1806.10.00,15,0,11,0
1806.20,,,,
1806.20.10,15,0,11,0
1806.20.90,15,0,11,0
1806.31.00,20,0,11,0
1806.32.00,20,0,11,0
1806.90,,,,
1806.90.10,20,0,11,0
1806.90.30,10,0,11,0
1806.90.40,5,0,11,0
1806.90.90,15,0,11,0
19.01,,,,
1901.10,,,,
1901.10.10,5,0,11,0
1901.10.20,5,0,11,0
1901.10.30,5,0,11,0
1901.10.91,5,0,11,0
1901.10.92,5,0,11,0
1901.10.99,5,0,11,0
1901.20,,,,
1901.20.10,10,0,11,0
1901.20.20,10,0,11,0
1901.20.30,5,0,11,0
1901.20.40,5,0,11,0
1901.90,,,,
1901.90.11,5,0,11,0
1901.90.19,5,0,11,0
1901.90.20,5,0,11,0
1901.90.31,5,0,11,0
1901.90.32,5,0,11,0
1901.90.39,5,0,11,0
1901.90.41,5,0,11,0
1901.90.49,5,0,11,0
1901.90.91,5,0,11,0
1901.90.99,5,0,11,0
19.02,,,,
1902.11.00,20,0,11,0
1902.19,,,,
1902.19.20,20,0,11,0
1902.19.30,20,0,11,0
1902.19.40,20,0,11,0
1902.19.90,20,0,11,0
1902.20,,,,
1902.20.10,20,0,11,0
1902.20.30,20,0,11,0
1902.20.90,20,0,11,0
1902.30,,,,
1902.30.20,20,0,11,0
1902.30.30,20,0,11,0
1902.30.40,20,0,11,0
1902.30.90,20,0,11,0
1902.40.00,20,0,11,0
1903.00.00,5,0,11,0
19.04,,,,
1904.10,,,,
1904.10.10,10,0,11,0
1904.10.90,10,0,11,0
1904.20,,,,
1904.20.10,10,0,11,0
1904.20.90,10,0,11,0
1904.30.00,10,0,11,0
1904.90,,,,
1904.90.10,10,0,11,0
1904.90.90,10,0,11,0
19.05,,,,
1905.10.00,20,0,11,0
1905.20.00,20,0,11,0
1905.31,,,,
1905.31.10,20,0,11,0
1905.31.20,20,0,11,0
1905.32,,,,
1905.32.10,20,0,11,0
1905.32.20,20,0,11,0
1905.40,,,,
1905.40.10,20,0,11,0
1905.40.90,20,0,11,0
1905.90,,,,
1905.90.10,20,0,11,0
1905.90.20,20,0,11,0
1905.90.30,20,0,11,0
1905.90.40,20,0,11,0
1905.90.50,20,0,11,0
1905.90.60,5,0,11,0
1905.90.70,20,0,11,0
1905.90.80,20,0,11,0
1905.90.90,20,0,11,0
20.01,,,,
2001.10.00,5,0,11,0
2001.90,,,,
2001.90.10,5,0,11,0
2001.90.90,5,0,11,0
20.02,,,,
2002.10.00,5,0,11,0
2002.90,,,,
2002.90.10,5,0,11,0
2002.90.20,5,0,11,0
2002.90.90,5,0,11,0
20.03,,,,
2003.10.00,5,0,11,0
2003.90,,,,
2003.90.10,5,0,11,0
2003.90.90,5,0,11,0
20.04,,,,
2004.10.00,5,0,11,0
2004.90,,,,
2004.90.10,5,0,11,0
2004.90.90,5,0,11,0
20.05,,,,
2005.10,,,,
2005.10.20,5,0,11,0
2005.10.30,5,0,11,0
2005.20,,,,
2005.20.11,5,0,11,0
2005.20.19,5,0,11,0
2005.20.91,5,0,11,0
2005.20.99,5,0,11,0
2005.40.00,5,0,11,0
2005.51.00,5,0,11,0
2005.59,,,,
2005.59.10,5,0,11,0
2005.59.90,5,0,11,0
2005.60.00,5,0,11,0
2005.70.00,5,0,11,0
2005.80.00,5,0,11,0
2005.91.00,5,0,11,0
2005.99,,,,
2005.99.10,5,0,11,0
2005.99.90,5,0,11,0
2006.00.00,20,0,11,0
20.07,,,,
2007.10.00,5,0,11,0
2007.91.00,5,0,11,0
2007.99,,,,
2007.99.10,5,0,11,0
2007.99.20,5,0,11,0
2007.99.30,5,0,11,0
2007.99.90,5,0,11,0
20.08,,,,
2008.11,,,,
2008.11.10,5,0,11,0
2008.11.20,5,0,11,0
2008.11.90,5,0,11,0
2008.19,,,,
2008.19.10,5,0,11,0
2008.19.91,5,0,11,0
2008.19.99,5,0,11,0
2008.20,,,,
2008.20.10,5,0,11,0
2008.20.90,5,0,11,0
2008.30,,,,
2008.30.10,5,0,11,0
2008.30.90,5,0,11,0
2008.40.00,5,0,11,0
2008.50.00,5,0,11,0
2008.60,,,,
2008.60.10,5,0,11,0
2008.60.90,5,0,11,0
2008.70,,,,
2008.70.10,5,0,11,0
2008.70.90,5,0,11,0
2008.80.00,5,0,11,0
2008.91.00,5,0,11,0
2008.93,,,,
2008.93.10,5,0,11,0
2008.93.90,5,0,11,0
2008.97,,,,
2008.97.10,5,0,11,0
2008.97.20,5,0,11,0
2008.97.90,5,0,11,0
2008.99,,,,
2008.99.10,5,0,11,0
2008.99.20,5,0,11,0
2008.99.30,5,0,11,0
2008.99.40,5,0,11,0
